contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_9700_SPE7LX21F0574_0_SPE7M117D0001_0,DEPT OF DEFENSE,7.66,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507699894!BATTERY,NONRECHARGE","8507699894!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7LX21F0569_0_SPE7M117D0001_0,DEPT OF DEFENSE,7.66,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507699841!BATTERY,NONRECHARGE","8507699841!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7LX21F0540_0_SPE7M117D0001_0,DEPT OF DEFENSE,39.06,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507699431!BATTERY,NONRECHARGE","8507699431!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7LX21F0527_0_SPE7LX20D0130_0,DEPT OF DEFENSE,9315.0,2020-10-05,2021-02-19 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,JANELS INDUSTRIES INC,MICHIGAN,MICHIGAN,DELIVERY ORDER,"8507699116!EVAPORATOR COIL,REF","8507699116!EVAPORATOR COIL,REF",REFRIGERATION AND AIR CONDITIONING COMPONENTS,MOTOR VEHICLE BODY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,YES,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21F0498_0_SPE7M117D0001_0,DEPT OF DEFENSE,9.5,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507698482!BATTERY,NONRECHARGE","8507698482!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7LX21F0497_0_SPE7M117D0001_0,DEPT OF DEFENSE,47.5,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507698365!BATTERY,NONRECHARGE","8507698365!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7LX21F0476_0_SPE7M117D0001_0,DEPT OF DEFENSE,166.8,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,EASTERN CAROLINA VOCATIONAL CENTER INC,NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"8507698307!BATTERY,NONRECHARGE","8507698307!BATTERY,NONRECHARGE","BATTERIES, NONRECHARGEABLE",PRIMARY BATTERY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_SPE7L321F0207_0_SPE7L220D60FU_0,DEPT OF DEFENSE,159.95,2020-10-05,2020-12-21 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,ASTROCOM ELECTRONICS INC,NEW YORK,NEW YORK,DELIVERY ORDER,8507699699!GASKET,8507699699!GASKET,PACKING AND GASKET MATERIALS,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7L321F0195_0_SPE7L320D62FC_0,DEPT OF DEFENSE,3043.08,2020-10-05,2021-04-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,GLOBAL LOGISTICS STRATEGIES INC.,FLORIDA,FLORIDA,DELIVERY ORDER,"8507699662!FILTER ELEMENT,INTA","8507699662!FILTER ELEMENT,INTA","ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7L321F0192_0_SPE7L120D60PT_0,DEPT OF DEFENSE,539.0,2020-10-05,2021-03-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"STEALTH SUPPLY, INC.",FLORIDA,FLORIDA,DELIVERY ORDER,"8507699755!GASKET,SPIRAL WOUND","8507699755!GASKET,SPIRAL WOUND",PACKING AND GASKET MATERIALS,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7L321F0172_0_SPE7L420D61MK_0,DEPT OF DEFENSE,28707.1,2020-10-05,2021-02-12 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,FBC ENTERPRISES LLC,ARIZONA,ARIZONA,DELIVERY ORDER,"8507699615!PARTS KIT,SEAL REPLACEMENT","8507699615!PARTS KIT,SEAL REPLACEMENT",PACKING AND GASKET MATERIALS,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
9700_9700_SPE7L321F0158_0_SPE7L420D61FH_0,DEPT OF DEFENSE,3770.76,2020-10-05,2021-06-14 00:00:00,Department of Defense,Defense Logistics Agency,,GLOBAL LOGISTICS STRATEGIES INC.,FLORIDA,FLORIDA,DELIVERY ORDER,8507699506!MASTER CYLINDER POW,8507699506!MASTER CYLINDER POW,"VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7L121FA096_0_SPE7LX16D0073_0,DEPT OF DEFENSE,700.39,2020-10-05,2020-10-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,INDEPENDENT ROUGH TERRAIN CENTER LLC,TEXAS,TEXAS,DELIVERY ORDER,4551309188!HANDRAIL,4551309188!HANDRAIL,MISCELLANEOUS VEHICULAR COMPONENTS,MOTOR VEHICLE BODY MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,Y,YES,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU21F055J_0_SPE30020DS353_0,DEPT OF DEFENSE,1362.67,2020-10-05,2020-10-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"ROYAL FOOD SERVICE CO., INC.",GEORGIA,GEORGIA,DELIVERY ORDER,"4551307225!CARROTS, CHL,","4551307225!CARROTS, CHL,",FRUITS AND VEGETABLES,COMMERCIAL BAKERIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU21F052L_0_SPE30018DS335_0,DEPT OF DEFENSE,516.6,2020-10-05,2020-10-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"OAKES FARMS FOOD & DISTRIBUTION SERVICES, LLC",FLORIDA,FLORIDA,DELIVERY ORDER,"4551309471!ORANGE WEDGES, CHL,","4551309471!ORANGE WEDGES, CHL,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU21F052G_0_SPE30018DS335_0,DEPT OF DEFENSE,516.6,2020-10-05,2020-10-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"OAKES FARMS FOOD & DISTRIBUTION SERVICES, LLC",FLORIDA,FLORIDA,DELIVERY ORDER,"4551309672!ORANGE WEDGES, CHL,","4551309672!ORANGE WEDGES, CHL,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU21F0516_0_SPE30018DS335_0,DEPT OF DEFENSE,587.1,2020-10-05,2020-10-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"OAKES FARMS FOOD & DISTRIBUTION SERVICES, LLC",FLORIDA,FLORIDA,DELIVERY ORDER,"4551309618!ORANGE WEDGES, CHL,","4551309618!ORANGE WEDGES, CHL,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU21F04P1_0_SPE30017DS910_0,DEPT OF DEFENSE,272.88,2020-10-05,2020-10-05 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,THE HARTFORD PROVISION COMPANY,CONNECTICUT,CONNECTICUT,DELIVERY ORDER,"4551308150!LETTUCE, GREEN LEAF, FRESH,","4551308150!LETTUCE, GREEN LEAF, FRESH,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02Y1_0_SPE30017D4024_0,DEPT OF DEFENSE,1015.76,2020-10-05,2020-10-08 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"USFI, INC.",CALIFORNIA,CALIFORNIA,DELIVERY ORDER,"4551311167!COD FLT, RAW, FZN,","4551311167!COD FLT, RAW, FZN,","MEAT, POULTRY, AND FISH",COMMERCIAL BAKERIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02XY_0_SPE30017D4024_0,DEPT OF DEFENSE,348.22,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"USFI, INC.",CALIFORNIA,CALIFORNIA,DELIVERY ORDER,"4551311193!CEREAL, VARIETY, GEN MILLS, FAMILY PACK,","4551311193!CEREAL, VARIETY, GEN MILLS, FAMILY PACK,",BAKERY AND CEREAL PRODUCTS,COMMERCIAL BAKERIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02QN_0_SPE30020D3249_0,DEPT OF DEFENSE,2950.92,2020-10-05,2020-10-07 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,US FOODS INC,OKLAHOMA,OKLAHOMA,DELIVERY ORDER,"4551307338!MUFFIN, BLBERRY, LF, IW, FZN,","4551307338!MUFFIN, BLBERRY, LF, IW, FZN,",BAKERY AND CEREAL PRODUCTS,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02GK_0_SPE30019DPA07_0,DEPT OF DEFENSE,611.57,2020-10-05,2020-10-08 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"FRESHPACK PRODUCE, INC",COLORADO,TEXAS,DELIVERY ORDER,"4551305604!LETTUCE, FRESH,","4551305604!LETTUCE, FRESH,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02FB_0_SPE30017DP310_0,DEPT OF DEFENSE,334.11,2020-10-05,2020-10-07 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"FOSTER-CAVINESS CO, INC",NORTH CAROLINA,NORTH CAROLINA,DELIVERY ORDER,"4551304726!STRAWBERRIES, FRESH,","4551304726!STRAWBERRIES, FRESH,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE30021F02F2_0_SPE30016D9417_0,DEPT OF DEFENSE,1394.2,2020-10-05,2020-10-07 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"BOTTLING GROUP, LLC",NEW YORK,NEW YORK,DELIVERY ORDER,"4551304606!WATER, DRINKING,","4551304606!WATER, DRINKING,","BEVERAGES, NONALCOHOLIC",PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_4V03_7_SPRBL115D0017_2,DEPT OF DEFENSE,1329876.35,2018-07-12,2020-10-31 12:10:00,Department of Defense,Department of the Army,,RAYTHEON COMPANY,MASSACHUSETTS,MARYLAND,DELIVERY ORDER,THE PURPOSE OF THIS MODIFICATION IS TO COMPLY WITH SECTION 889 AND ADD CLAUSES/PROVISIONS.,CREATE A DELIVERY ORDER FOR FMS REQUIRING TPX-58 W/KIV-77 FOR THE COUNTRIES OF POLAND OFF THE DLA IDIQ CONTRACT.,MISCELLANEOUS COMMUNICATION EQUIPMENT,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,Y,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE8EF21P0049_0_-NONE-_0,,5120.0,2020-10-05,2021-01-29 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"HRK ENTERPRISES, INC",TEXAS,TEXAS,PURCHASE ORDER,"8507699171!PIN ,GROUND SAFETY","8507699171!PIN ,GROUND SAFETY",AIRCRAFT GROUND SERVICING EQUIPMENT,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,7.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE7L021P0031_0_-NONE-_0,,982.44,2020-10-05,2021-07-19 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OSHKOSH DEFENSE LLC,WISCONSIN,WISCONSIN,PURCHASE ORDER,"8507699364!SHAFT,SHOULDERED","8507699364!SHAFT,SHOULDERED",MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,1.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A621P0396_0_-NONE-_0,,0.0,2020-10-05,2020-12-04 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,MONTREAL BRONZE LTD,QC,,PURCHASE ORDER,"8507698554!BEARING,WASHER,THRU","8507698554!BEARING,WASHER,THRU","BEARINGS, PLAIN, UNMOUNTED",BALL AND ROLLER BEARING MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_-NONE-_SPE4A621P0273_0_-NONE-_0,,49.0,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"INSERTS & KITS, INC.",CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"8507691985!INSERT,SCREW THREAD","8507691985!INSERT,SCREW THREAD",FASTENING DEVICES,HARDWARE MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,5.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,t,f,t,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A621P0260_0_-NONE-_0,,19754.0,2020-10-05,2021-05-18 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"JAMAICA BEARINGS CO., INC.",NEW YORK,NEW YORK,PURCHASE ORDER,"8507689326!BEARING,BALL,ANNULA","8507689326!BEARING,BALL,ANNULA","BEARINGS, ANTIFRICTION, UNMOUNTED",BALL AND ROLLER BEARING MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_SPE4A621P0221_0_-NONE-_0,,187.92,2020-10-05,2020-11-04 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"AMERICAN DEFENSE COMPONENTS, LLC",ARKANSAS,ARKANSAS,PURCHASE ORDER,8507686783!SHIM,8507686783!SHIM,"BUSHINGS, RINGS, SHIMS, AND SPACERS",SPRING MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,7.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,f,f,f,f,PARTNERSHIP
9700_-NONE-_SPE4A621P0118_0_-NONE-_0,,2467.0,2020-10-05,2020-10-26 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,BUTT FAREED AHMAD,TEXAS,TEXAS,PURCHASE ORDER,"8507654128!KEY,SOCKET HEAD SCR","8507654128!KEY,SOCKET HEAD SCR","HAND TOOLS, NONEDGED, NONPOWERED",SAW BLADE AND HANDTOOL MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,3.0,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,t,f,f,f,SOLE PROPRIETORSHIP
